55af2716116af63cd97f6ef3aa70523eef0c8e03,taskName,taskNumber,taskURL,name,response,serial,latency,pristineLatency,declined,submitLatency,log_serial,trial_id,responseHandle,stimuli,media,data,block3Cond,feedback,d
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,142,,,,97,97,right,"[""Good words""]","[""笑顔""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":4}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1left,,,67,,,,98,98,left,"[""Poor people""]","[""poverty4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":4}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,117,,,,99,99,left,"[""Bad words""]","[""ひどい""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":4}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2right,,,123,,,,100,100,right,"[""Rich people""]","[""rich3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":4}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,47,,,,101,101,right,"[""Good words""]","[""楽しい""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":4}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1left,,,99,,,,102,102,left,"[""Poor people""]","[""poverty1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":4}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,174,,,,103,103,left,"[""Bad words""]","[""汚い""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Poor people/Bad words,Rich people/Good words"",""block"":4}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,instructions,,,498,,,,104,104,space,"[""dummy""]","["" ""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,51,,,,105,105,left,"[""Rich people""]","[""rich5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,155,,,,106,106,right,"[""Poor people""]","[""poverty3.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,124,,,,107,107,right,"[""Poor people""]","[""poverty2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,206,,,,108,108,left,"[""Rich people""]","[""rich6.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,148,,,,109,109,right,"[""Poor people""]","[""poverty4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,197,,,,110,110,left,"[""Rich people""]","[""rich4.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,170,,,,111,111,left,"[""Rich people""]","[""rich2.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,182,,,,112,112,right,"[""Poor people""]","[""poverty6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,157,,,,113,113,right,"[""Poor people""]","[""poverty5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,878177,,,,114,114,left,"[""Rich people""]","[""rich1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,38,,,,115,115,right,"[""Poor people""]","[""poverty4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,104,,,,116,116,left,"[""Rich people""]","[""rich6.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,138,,,,117,117,left,"[""Rich people""]","[""rich3.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,57,,,,118,118,right,"[""Poor people""]","[""poverty1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,63,,,,119,119,left,"[""Rich people""]","[""rich2.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,69,,,,120,120,right,"[""Poor people""]","[""poverty3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,163,,,,121,121,left,"[""Rich people""]","[""rich5.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,60,,,,122,122,right,"[""Poor people""]","[""poverty6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,10,,,,123,123,left,"[""Rich people""]","[""rich4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,40,,,,124,124,right,"[""Poor people""]","[""poverty2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,63,,,,125,125,right,"[""Poor people""]","[""poverty5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,133,,,,126,126,right,"[""Poor people""]","[""poverty3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,173,,,,127,127,left,"[""Rich people""]","[""rich1.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,190,,,,128,128,left,"[""Rich people""]","[""rich2.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,201,,,,129,129,left,"[""Rich people""]","[""rich1.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,140,,,,130,130,left,"[""Rich people""]","[""rich5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,89,,,,131,131,right,"[""Poor people""]","[""poverty2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,119,,,,132,132,right,"[""Poor people""]","[""poverty1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people,Poor people"",""block"":5}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,instructions,,,565,,,,133,133,space,"[""dummy""]","["" ""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,137,,,,134,134,left,"[""Rich people""]","[""rich3.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,153,,,,135,135,left,"[""Bad words""]","[""悪""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,151,,,,136,136,right,"[""Poor people""]","[""poverty6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,127,,,,137,137,right,"[""Good words""]","[""楽しい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,98,,,,138,138,right,"[""Poor people""]","[""poverty5.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,136,,,,139,139,left,"[""Bad words""]","[""ひどい""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,202,,,,140,140,left,"[""Rich people""]","[""rich6.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,96,,,,141,141,right,"[""Good words""]","[""愛""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,145,,,,142,142,right,"[""Poor people""]","[""poverty4.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,36,,,,143,143,left,"[""Bad words""]","[""ひどい""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,205,,,,144,144,left,"[""Rich people""]","[""rich4.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,127,,,,145,145,right,"[""Good words""]","[""栄光""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,5,,,,146,146,left,"[""Rich people""]","[""rich6.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,80,,,,147,147,right,"[""Good words""]","[""笑顔""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,94,,,,148,148,right,"[""Poor people""]","[""poverty6.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,38,,,,149,149,left,"[""Bad words""]","[""傷""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,176,,,,150,150,left,"[""Rich people""]","[""rich4.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,102,,,,151,151,right,"[""Good words""]","[""すばらしい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,124,,,,152,152,right,"[""Poor people""]","[""poverty5.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,89,,,,153,153,left,"[""Bad words""]","[""苦しみ""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":6}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,instructions,,,569,,,,154,154,space,"[""dummy""]","["" ""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,27,,,,155,155,right,"[""Poor people""]","[""poverty1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,123,,,,156,156,right,"[""Good words""]","[""素晴らしい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,214,,,,157,157,left,"[""Rich people""]","[""rich1.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,156,,,,158,158,left,"[""Bad words""]","[""失敗""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,169,,,,159,159,left,"[""Rich people""]","[""rich2.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,206,,,,160,160,left,"[""Bad words""]","[""最悪""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,132,,,,161,161,right,"[""Poor people""]","[""poverty2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,82,,,,162,162,right,"[""Good words""]","[""平和""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,108,,,,163,163,right,"[""Poor people""]","[""poverty3.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,204,,,,164,164,left,"[""Bad words""]","[""ひどい""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,155,,,,165,165,left,"[""Rich people""]","[""rich3.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,52,,,,166,166,right,"[""Good words""]","[""笑顔""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,105,,,,167,167,left,"[""Rich people""]","[""rich5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,242,,,,168,168,left,"[""Bad words""]","[""苦しみ""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,155,,,,169,169,right,"[""Poor people""]","[""poverty4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,156,,,,170,170,right,"[""Good words""]","[""すばらしい""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,172,,,,171,171,right,"[""Poor people""]","[""poverty2.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,50,,,,172,172,right,"[""Good words""]","[""愛""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,219,,,,173,173,left,"[""Rich people""]","[""rich3.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,167,,,,174,174,left,"[""Bad words""]","[""最悪""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,9,,,,175,175,right,"[""Poor people""]","[""poverty6.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,157,,,,176,176,right,"[""Good words""]","[""平和""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,175,,,,177,177,left,"[""Rich people""]","[""rich5.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,196,,,,178,178,left,"[""Bad words""]","[""失敗""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,237,,,,179,179,left,"[""Rich people""]","[""rich6.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,139,,,,180,180,left,"[""Bad words""]","[""ひどい""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,25,,,,181,181,right,"[""Poor people""]","[""poverty5.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,108,,,,182,182,right,"[""Good words""]","[""楽しい""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,162,,,,183,183,left,"[""Rich people""]","[""rich4.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,208,,,,184,184,left,"[""Bad words""]","[""汚い""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,136,,,,185,185,right,"[""Poor people""]","[""poverty4.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,143,,,,186,186,right,"[""Good words""]","[""楽しい""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,190,,,,187,187,right,"[""Poor people""]","[""poverty3.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,174,,,,188,188,left,"[""Bad words""]","[""傷""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,111,,,,189,189,left,"[""Rich people""]","[""rich2.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,200,,,,190,190,right,"[""Good words""]","[""栄光""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat2left,,,120,,,,191,191,left,"[""Rich people""]","[""rich1.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att2right,,,48,,,,192,192,right,"[""Good words""]","[""素晴らしい""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,cat1right,,,192,,,,193,193,right,"[""Poor people""]","[""poverty1.jpg""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,att1left,,,163,,,,194,194,left,"[""Bad words""]","[""悪""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Rich people/Bad words,Poor people/Good words"",""block"":7}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,instructions,,,6792,,,,195,195,space,"[""Default""]","[""Press space to continue to the next task""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,
55af2716116af63cd97f6ef3aa70523eef0c8e03,my-time,,,,,,,,,,,,,,,,"Poor people/Bad words,Rich people/Good words",There were not enough trials to determine a result.,
55af2716116af63cd97f6ef3aa70523eef0c8e03,namelessTask,4,,,,,,,,,,,,,,,,,
